id,uri,curriculum,source,subject,type,text
outcome:841aa179d8920a62,https://curriculum.praktikal.ee/o/841aa179d8920a62,gumnaasium,okmv,,competence,"väärtustab keelt ja kirjandust kui (rahvus)kultuuri kandjat ja avaliku suhtluse vahendajat ning mõtlemis- ja tunnetusvahendit, teadvustab keelt identiteedi osana, väärtustab keelelist ja kultuurilist mitmekesisust"
outcome:86d51fcd6b1d56c0,https://curriculum.praktikal.ee/o/86d51fcd6b1d56c0,gumnaasium,okmv,,competence,"toimib keeleteadlikult, väljendub selgelt, eesmärgipäraselt ja üldkirjakeele normidele vastavalt nii suulises kui ka kirjalikus suhtluses, märkab ja arvestab keeles toimuvaid muutusi"
outcome:dc09e1cbfa33a568,https://curriculum.praktikal.ee/o/dc09e1cbfa33a568,gumnaasium,okmv,,competence,"mõistab, analüüsib ja hindab kriitiliselt eri liiki tekste ning eri allikates ja keskkondades pakutavat teavet, austab intellektuaalomandit"
outcome:09d63df38ffcdba7,https://curriculum.praktikal.ee/o/09d63df38ffcdba7,gumnaasium,okmv,,competence,"arendab oma loovvõimeid, kirjutab ja esitab eri tüüpi ning eri žanris tekste, kasutab tekstiloomes sobivaid ja asjakohaseid alustekste"
outcome:dafceef1f3c05c91,https://curriculum.praktikal.ee/o/dafceef1f3c05c91,gumnaasium,okmv,,competence,"mõistab keele ja kirjanduse ühiskondlikku, ajaloolist ja kultuuriväärtust ning tähtsust iseenda arengus"
outcome:fe7c5ff100c2281c,https://curriculum.praktikal.ee/o/fe7c5ff100c2281c,gumnaasium,okmv,,competence,"väärtustab lugemist, suunab oma lugemust, oskab ise valida kirjandusteoseid jm lugemisvara, arendab lugedes oma tunde-, kogemus- ja mõttemaailma, täiendab enda keele- ja kultuuriteadmisi."
outcome:6419cceaee6a40dd,https://curriculum.praktikal.ee/o/6419cceaee6a40dd,gumnaasium,okmv,Eesti keel,knowledge,"mõistab eesti keele rolli rahvusliku, riikliku ja individuaalse identiteedi kujundamisel"
outcome:03d81f0dc5bb67e2,https://curriculum.praktikal.ee/o/03d81f0dc5bb67e2,gumnaasium,okmv,Eesti keel,knowledge,"mõistab keele tähendust ühiskonnas, tajub keele ajaloolist kujunemist ja varieerumist, väärtustab keeleoskust, arendab seda lugedes ja kirjutades"
outcome:6d059760a1110c47,https://curriculum.praktikal.ee/o/6d059760a1110c47,gumnaasium,okmv,Eesti keel,skill,"loeb, analüüsib ja hindab kriitiliselt eri liiki tekste, tunneb tekstide mõjutusvahendeid, kasutab sihipäraselt ja eetiliselt teabeallikaid"
outcome:4f30f580e5dd209e,https://curriculum.praktikal.ee/o/4f30f580e5dd209e,gumnaasium,okmv,Eesti keel,skill,"väljendab ennast nii suulises kui ka kirjalikus suhtluses selgelt, eesmärgipäraselt ja üldkirjakeele normide kohaselt, kasutab keeleallikaid ja andmekogusid"
outcome:551d141707808965,https://curriculum.praktikal.ee/o/551d141707808965,gumnaasium,okmv,Eesti keel,skill,"koostab etapiviisilise kirjutamisprotsessi käigus eri liiki tekste, teab tekstide ülesehituse põhimõtteid ja iseärasusi ning teeb teadlikke keelevalikuid"
outcome:d877ade9871510a9,https://curriculum.praktikal.ee/o/d877ade9871510a9,gumnaasium,okmv,Eesti keel,skill,analüüsib oma kirjutamisoskust ja kasutab seejuures metakeelt.
outcome:d5b86bdcdfb20fc0,https://curriculum.praktikal.ee/o/d5b86bdcdfb20fc0,gumnaasium,okmv,Eesti keel,skill,analüüsib ja võrdleb keele erinevaid kasutusvaldkondi ja tekstide stiilierinevusi;
outcome:1d7b6e62e13fc00a,https://curriculum.praktikal.ee/o/1d7b6e62e13fc00a,gumnaasium,okmv,Eesti keel,skill,"valib keelelisi ja vormilisi väljendusvahendeid suhtlusolukorra ning kõneaine põhjal, järgib stiili- ja etiketinorme;"
outcome:0d7129ca0dd947e9,https://curriculum.praktikal.ee/o/0d7129ca0dd947e9,gumnaasium,okmv,Eesti keel,skill,väljendub selgelt ja korrektselt nii suulises kui ka kirjalikus suhtluses;
outcome:17c2578bc7a1760a,https://curriculum.praktikal.ee/o/17c2578bc7a1760a,gumnaasium,okmv,Eesti keel,skill,"analüüsib tekstide sisu, eesmärke, konteksti, ülesehitust, grammatikat, sõnavara ja stiili;"
outcome:300b269701f77071,https://curriculum.praktikal.ee/o/300b269701f77071,gumnaasium,okmv,Eesti keel,skill,"tunneb tekstis ära keelelise mõjutamise viise ja vahendeid, hindab tekstidest leitud teavet kriitiliselt ja kasutab seda sihipäraselt;"
outcome:b6761bf0fe3fa3a6,https://curriculum.praktikal.ee/o/b6761bf0fe3fa3a6,gumnaasium,okmv,Eesti keel,skill,"koostab eri liiki suulisi ja kirjalikke tekste, sh kõne, kokkuvõtte ja lühiuurimuse;"
outcome:efe0e019d8365db7,https://curriculum.praktikal.ee/o/efe0e019d8365db7,gumnaasium,okmv,Eesti keel,skill,"loob alustekstide põhjal uusi tekste, refereerib ja tsiteerib, kasutab viitamissüsteeme, väldib plagiaati;"
outcome:ea9cd83866c156d9,https://curriculum.praktikal.ee/o/ea9cd83866c156d9,gumnaasium,okmv,Eesti keel,skill,"loeb ja analüüsib ainevaldkonna teadustekste, eristab teaduskeele tunnuseid ja põhjendab teadustekstide keelelisi valikuid;"
outcome:8f51c01b73e933ff,https://curriculum.praktikal.ee/o/8f51c01b73e933ff,gumnaasium,okmv,Eesti keel,skill,"korrigeerib ja redigeerib oma teksti, kasutab otstarbekalt keeleallikaid ja teabekeskkondi, teeb teadlikke keelevalikuid."
outcome:12d75858ea485762,https://curriculum.praktikal.ee/o/12d75858ea485762,gumnaasium,okmv,Eesti keel,knowledge,kirjeldab ja selgitab tekstide stiilierinevusi;
outcome:2a015ebcfbd7749b,https://curriculum.praktikal.ee/o/2a015ebcfbd7749b,gumnaasium,okmv,Eesti keel,skill,väljendab ennast selgelt ja asjakohaselt nii suulises kui ka kirjalikus tekstis;
outcome:f7a7cf191371ffca,https://curriculum.praktikal.ee/o/f7a7cf191371ffca,gumnaasium,okmv,Eesti keel,skill,"kaitseb argumenteeritult oma seisukohti, arutleb ja annab hinnanguid;"
outcome:2f129fc9ad82d413,https://curriculum.praktikal.ee/o/2f129fc9ad82d413,gumnaasium,okmv,Eesti keel,skill,konspekteerib suulist esitust ja loetud teksti;
outcome:c1b2d883fd88aba3,https://curriculum.praktikal.ee/o/c1b2d883fd88aba3,gumnaasium,okmv,Eesti keel,skill,kasutab erinevaid keeleallikaid ja teabekeskkondi;
outcome:dbdc320643371be3,https://curriculum.praktikal.ee/o/dbdc320643371be3,gumnaasium,okmv,Eesti keel,skill,"edastab eri allikaist leitud infot, hindab teabe usaldusväärsust;"
outcome:de7f3b7cad4cb8df,https://curriculum.praktikal.ee/o/de7f3b7cad4cb8df,gumnaasium,okmv,Eesti keel,knowledge,selgitab keelendite tähendusvarjundeid;
outcome:a2101f66c959874b,https://curriculum.praktikal.ee/o/a2101f66c959874b,gumnaasium,okmv,Eesti keel,skill,"koostab eri liiki tekste, sh arvustuse, referaadi ja essee;"
outcome:1b23fdcc7fd15a14,https://curriculum.praktikal.ee/o/1b23fdcc7fd15a14,gumnaasium,okmv,Eesti keel,skill,"järgib õpitud keelereegleid, põhjendab oma keelevalikuid;"
outcome:4a7aea0b517bfdeb,https://curriculum.praktikal.ee/o/4a7aea0b517bfdeb,gumnaasium,okmv,Eesti keel,skill,"arendab loetu toel oma sõnavara, lause- ja tekstimoodustusoskust."
outcome:70405ce7bfa88cba,https://curriculum.praktikal.ee/o/70405ce7bfa88cba,gumnaasium,okmv,Eesti keel,knowledge,"tunneb tänapäevast teabekeskkonda ja selle arengut kujundavaid protsesse, selgitab kommunikatsiooni olemust ja toimumise tingimusi;"
outcome:ee6d4a3a62481d66,https://curriculum.praktikal.ee/o/ee6d4a3a62481d66,gumnaasium,okmv,Eesti keel,skill,"leiab meediatekstist argumendid ja põhilised mõjutamisvõtted, selgitab teksti autori eesmärke ning motiive;"
outcome:da6ea0b52e6c87ae,https://curriculum.praktikal.ee/o/da6ea0b52e6c87ae,gumnaasium,okmv,Eesti keel,skill,"eristab fakti arvamusest ja usaldusväärset infot küsitavast, kontrollib infoühiku sisu tõesust, sealhulgas tõlgitud info tähendusvälja muutumist;"
outcome:37dc9617960cf53b,https://curriculum.praktikal.ee/o/37dc9617960cf53b,gumnaasium,okmv,Eesti keel,skill,analüüsib kriitiliselt reklaami ning arutleb reklaami ja mainekujunduse teemadel;
outcome:9ef513f823458d99,https://curriculum.praktikal.ee/o/9ef513f823458d99,gumnaasium,okmv,Eesti keel,knowledge,"tunneb meediakanaleid, analüüsib nende erijooni, iseloomustab erinevaid meediažanre;"
outcome:d23b11e680665d26,https://curriculum.praktikal.ee/o/d23b11e680665d26,gumnaasium,okmv,Eesti keel,skill,analüüsib vahetu ja vahendatud kommunikatsiooni erinevusi ja osalejate taotlusi;
outcome:97d584fb5ed3114c,https://curriculum.praktikal.ee/o/97d584fb5ed3114c,gumnaasium,okmv,Eesti keel,skill,"hindab kriitiliselt meediamanipulatsioone, tunneb ära propaganda, libauudised ja müüdiloome;"
outcome:525c79c83fdb510e,https://curriculum.praktikal.ee/o/525c79c83fdb510e,gumnaasium,okmv,Eesti keel,skill,"väljendab oma seisukohta loetu, kuuldu ja nähtu kohta ning valib selleks sobivad keelevahendid;"
outcome:65b7e749a3d92655,https://curriculum.praktikal.ee/o/65b7e749a3d92655,gumnaasium,okmv,Eesti keel,skill,"analüüsib kriitiliselt oma meediakäitumist, sh sotsiaalmeedias, ja kohandab seda vastavalt olukorrale;"
outcome:404646c1b7139187,https://curriculum.praktikal.ee/o/404646c1b7139187,gumnaasium,okmv,Eesti keel,skill,"leiab viiteid ja vihjeid teistele tekstidele, tõlgendab teksti, eristab privaatset ja avalikku informatsiooni."
outcome:9c76cc1d8ed3b28b,https://curriculum.praktikal.ee/o/9c76cc1d8ed3b28b,gumnaasium,okmv,Eesti keel,skill,"edastab oma tundeid, mõtteid ja hinnanguid nii isiklikus, avalikus kui ka ametlikus suhtluses"
outcome:9d5ed4e5c62e1b9c,https://curriculum.praktikal.ee/o/9d5ed4e5c62e1b9c,gumnaasium,okmv,Eesti keel,skill,"argumenteerib selgelt ja veenvalt, kaitseb oma seisukohti aruteludes"
outcome:d2783ed6e87ce1ad,https://curriculum.praktikal.ee/o/d2783ed6e87ce1ad,gumnaasium,okmv,Eesti keel,skill,kuulab avalikku esinemist ning esitab ettekandjale küsimusi
outcome:c242cd96bb4471db,https://curriculum.praktikal.ee/o/c242cd96bb4471db,gumnaasium,okmv,Eesti keel,skill,kasutab erinevaid teabeotsingu strateegiaid
outcome:f2a2e2ffad260b59,https://curriculum.praktikal.ee/o/f2a2e2ffad260b59,gumnaasium,okmv,Eesti keel,skill,loeb ja hindab kriitiliselt eri liiki meedia- ja tarbetekste
outcome:c4b92678af718aec,https://curriculum.praktikal.ee/o/c4b92678af718aec,gumnaasium,okmv,Eesti keel,skill,teeb eri allikatest pärineva info ja arutluskäikude põhjal kokkuvõtte
outcome:eabe566279d45cee,https://curriculum.praktikal.ee/o/eabe566279d45cee,gumnaasium,okmv,Eesti keel,skill,"kirjutab uudise, arvamusloo ja arvustuse, koostab koosoleku memo"
outcome:1e659c533ac7bcc2,https://curriculum.praktikal.ee/o/1e659c533ac7bcc2,gumnaasium,okmv,Eesti keel,skill,"kirjutab mitme allika põhjal referaadi, kasutab viitamissüsteeme ja väldib plagiaati"
outcome:2a278338002b31db,https://curriculum.praktikal.ee/o/2a278338002b31db,gumnaasium,okmv,Eesti keel,skill,kinnistab ja parandab oma õigekirja- ja kirjakeeleoskust
outcome:ac4e594fdc546675,https://curriculum.praktikal.ee/o/ac4e594fdc546675,gumnaasium,okmv,Eesti keel,skill,leiab loetud tekstidest huvitavaid sõnu ja väljendeid
outcome:4696c9cc46a2982d,https://curriculum.praktikal.ee/o/4696c9cc46a2982d,gumnaasium,okmv,Eesti keel,skill,selgitab ja põhjendab teksti autori keelevalikuid
outcome:6cb22c9c8b001391,https://curriculum.praktikal.ee/o/6cb22c9c8b001391,gumnaasium,okmv,Eesti keel,skill,"analüüsib keele rolli, funktsioone ja tähendust ühiskonnas ning suhtluses"
outcome:856b327326c7ae3f,https://curriculum.praktikal.ee/o/856b327326c7ae3f,gumnaasium,okmv,Eesti keel,knowledge,"kirjeldab eesti keele eripära, suulise ja kirjaliku keele norme ning etiketti"
outcome:1767fb77367bd6e0,https://curriculum.praktikal.ee/o/1767fb77367bd6e0,gumnaasium,okmv,Eesti keel,knowledge,selgitab allkeelte ja keele varieerumise olemust
outcome:36e287aabba07183,https://curriculum.praktikal.ee/o/36e287aabba07183,gumnaasium,okmv,Eesti keel,skill,tunneb eesti keeleallikaid ja korpusi ning kasutab neid eesmärgistatult
outcome:c1bda6501a22ee7c,https://curriculum.praktikal.ee/o/c1bda6501a22ee7c,gumnaasium,okmv,Eesti keel,knowledge,kirjeldab eesti kirjakeele kujunemislugu
outcome:477cca0ff4972ff3,https://curriculum.praktikal.ee/o/477cca0ff4972ff3,gumnaasium,okmv,Eesti keel,knowledge,nimetab eesti keele arenduse peamisi suundi ja põhimõtteid
outcome:6bd7da3cdcef5640,https://curriculum.praktikal.ee/o/6bd7da3cdcef5640,gumnaasium,okmv,Eesti keel,knowledge,selgitab keelemuutuste olemust
outcome:021c19fafd3470bc,https://curriculum.praktikal.ee/o/021c19fafd3470bc,gumnaasium,okmv,Eesti keel,skill,analüüsib ajastuomaseid keelenähtusi.
outcome:a825390794c7bd5c,https://curriculum.praktikal.ee/o/a825390794c7bd5c,gumnaasium,okmv,Eesti keel,skill,kasutab keelt vastavalt suhtluseesmärgile ja -kontekstile
outcome:fb11b0e611bc5de3,https://curriculum.praktikal.ee/o/fb11b0e611bc5de3,gumnaasium,okmv,Eesti keel,skill,argumenteerib ning kaitseb oma seisukohti suuliselt ja kirjaliku arutleva teksti vormis
outcome:c191549f688c06e6,https://curriculum.praktikal.ee/o/c191549f688c06e6,gumnaasium,okmv,Eesti keel,skill,"koostab levinumaid meediatekste, sh kommentaari ja arvamusloo"
outcome:b3280ae53d5d575d,https://curriculum.praktikal.ee/o/b3280ae53d5d575d,gumnaasium,okmv,Eesti keel,skill,kirjutab mitme alusteksti põhjal kindlal eesmärgil kokkuvõtte või resümee
outcome:ecb5bc0255b3c84a,https://curriculum.praktikal.ee/o/ecb5bc0255b3c84a,gumnaasium,okmv,Eesti keel,skill,koostab erinevate alustekstide põhjal kindlasse suhtlusolukorda sobiva arutleva teksti
outcome:1e178b17cf008c77,https://curriculum.praktikal.ee/o/1e178b17cf008c77,gumnaasium,okmv,Eesti keel,skill,kasutab eri allikatest leitud infot oma tekstides
outcome:c4cfdefe0c1a9454,https://curriculum.praktikal.ee/o/c4cfdefe0c1a9454,gumnaasium,okmv,Eesti keel,skill,parandab ja kinnistab oma õigekirja- ja kirjakeeleoskust
outcome:dbebc80dc5f1ed27,https://curriculum.praktikal.ee/o/dbebc80dc5f1ed27,gumnaasium,okmv,Eesti keel,knowledge,saab aru keeruka struktuuriga tekstidest
outcome:8156d7500d87a73d,https://curriculum.praktikal.ee/o/8156d7500d87a73d,gumnaasium,okmv,Eesti keel,skill,"loeb erinevaid tekste, arendab oma kirjaoskust ja rikastab sõnavara."
outcome:e4968686b469808a,https://curriculum.praktikal.ee/o/e4968686b469808a,gumnaasium,okmv,Kirjandus,knowledge,"mõistab kirjanduse ühiskondlikku, ajaloolist, rahvus- ja maailmakultuurilist tähtsust ning selle rolli individuaalse ja kollektiivse identiteedi kujundamisel"
outcome:8f832f4dc0d82907,https://curriculum.praktikal.ee/o/8f832f4dc0d82907,gumnaasium,okmv,Kirjandus,skill,"arendab ja rakendab oma loovvõimeid, koostab eri laadis ja žanris tekste, väljendab ennast nii suuliselt kui ka kirjalikult, lähtudes eesmärgist, situatsioonist ja kontekstist"
outcome:fb4205be704e652d,https://curriculum.praktikal.ee/o/fb4205be704e652d,gumnaasium,okmv,Kirjandus,knowledge,"tunneb mitmekülgsemalt ja sügavamalt kirjandusteose poeetikat, tekstianalüüsi ja -tõlgenduse eri võimalusi, avab kirjanduse põhiliikide suhteid ja vorme"
outcome:e3b24a50b85988b3,https://curriculum.praktikal.ee/o/e3b24a50b85988b3,gumnaasium,okmv,Kirjandus,competence,"mõistab kirjanduskeele kujundlikkust selle mitmetähenduslikkuses, kujundab kirjanduse kaudu oma esteetilisi ja eetilisi hoiakuid, seostab kirjandust teiste kunstiliikide ja eluvaldkondadega"
outcome:d42f5999c934db69,https://curriculum.praktikal.ee/o/d42f5999c934db69,gumnaasium,okmv,Kirjandus,skill,"loeb eri laadis ja žanris eesti ja maailmakirjanduse teoseid, analüüsib ja tõlgendab neid eri vaatenurkadest, näeb kirjandustekstide kaudu maailma ja iseenda mõistmise võimalusi."
outcome:a1370a7686dcf54e,https://curriculum.praktikal.ee/o/a1370a7686dcf54e,gumnaasium,okmv,Kirjandus,skill,"loeb läbi vähemalt kolm tervikteost, ilukirjandusteoste katkendeid ja kursuse sisuga seotud teabetekste;"
outcome:1d9dd92fda03fdab,https://curriculum.praktikal.ee/o/1d9dd92fda03fdab,gumnaasium,okmv,Kirjandus,skill,"analüüsib ja tõlgendab loetud tekste nii suuliselt kui ka kirjalikult ühisarutelus ja individuaalselt, jagab oma lugemiskogemusi;"
outcome:3bf5e0b3e87d3f8f,https://curriculum.praktikal.ee/o/3bf5e0b3e87d3f8f,gumnaasium,okmv,Kirjandus,knowledge,"mõtestab pärandkultuuri olemust, funktsioone, väljendusvõimalusi ja tähendust tänapäeva kultuuris ja ühiskonnas ning iseenda kogemuse põhjal;"
outcome:62feb53fff80f789,https://curriculum.praktikal.ee/o/62feb53fff80f789,gumnaasium,okmv,Kirjandus,knowledge,"nimetab müütide ja arhetüüpsete tegelastega seotud narratiive ning arhetüüpseid müüdimotiive, leiab neid käsitletavatest ilukirjandusteostest;"
outcome:db524788547d7adc,https://curriculum.praktikal.ee/o/db524788547d7adc,gumnaasium,okmv,Kirjandus,skill,"analüüsib kirjandusteose teemat, süžeed, tegelasi ja ideestikku nii müüdimotiividest kui ka eetilistest ning esteetilistest väärtustest lähtuvalt;"
outcome:85949c73445befb8,https://curriculum.praktikal.ee/o/85949c73445befb8,gumnaasium,okmv,Kirjandus,knowledge,"kirjeldab eesti rahvuseepose sünnilugu ja sisu, kultuuri- ja rahvusloolist tähtsust, nimetab eepose arhetüüpseid tegelasi, teemasid ja motiive ning analüüsib nende kasutamist teiste autorite loomingus;"
outcome:d6efc31f119d8336,https://curriculum.praktikal.ee/o/d6efc31f119d8336,gumnaasium,okmv,Kirjandus,skill,"analüüsib ja hindab luule-, proosa- ja draamateoste poeetikat, väljendusvahendite mitmekesisust ja tähendust;"
outcome:5aa13adbd7f4e77c,https://curriculum.praktikal.ee/o/5aa13adbd7f4e77c,gumnaasium,okmv,Kirjandus,skill,kasutab tekstianalüüsis õigesti kirjanduse põhimõisteid ja laiendab kirjandustekstidele tuginedes oma sõnavara.
outcome:e89737ffef7c067f,https://curriculum.praktikal.ee/o/e89737ffef7c067f,gumnaasium,okmv,Kirjandus,skill,"loeb läbi vähemalt kolm tervikteost, analüüsib ja tõlgendab loetud teoseid nii ühisaruteludes kui ka individuaalses tekstiloomes, jagab oma lugemiskogemusi"
outcome:e7c7597ee882d14d,https://curriculum.praktikal.ee/o/e7c7597ee882d14d,gumnaasium,okmv,Kirjandus,knowledge,(I) selgitab kirjandusperioodide ajalist järgnevust antiikkirjandusest romantismini ning nende seost ajaloo- ja kultuurikontekstiga
outcome:14420ff76724e0e1,https://curriculum.praktikal.ee/o/14420ff76724e0e1,gumnaasium,okmv,Kirjandus,knowledge,(II) selgitab kirjandusperioodide ajalist järgnevust realismist kuni 21. sajandi kirjanduseni ning nende seost ajaloo- ja kultuurikontekstiga
outcome:fd17257368eb206f,https://curriculum.praktikal.ee/o/fd17257368eb206f,gumnaasium,okmv,Kirjandus,skill,leiab kirjandusteosest ajastule või voolule iseloomuliku mõtteviisi ja väärtushinnangute kajastusi
outcome:c6cf797b37709d58,https://curriculum.praktikal.ee/o/c6cf797b37709d58,gumnaasium,okmv,Kirjandus,skill,"eristab tekstinäidete põhjal eri žanre ja kujutamisviise, võrdleb vähemalt kahe teose sisu, väljenduslaadi ja ülesehitust"
outcome:22994147ff282795,https://curriculum.praktikal.ee/o/22994147ff282795,gumnaasium,okmv,Kirjandus,skill,"kommenteerib loetud tekstikatkendeid ja tervikteoseid nii suuliselt kui ka kirjalikult, arutleb erinevate seisukohtade, peamiste teemade ja probleemide üle"
outcome:b905b69f302bebfe,https://curriculum.praktikal.ee/o/b905b69f302bebfe,gumnaasium,okmv,Kirjandus,skill,"loeb läbi vähemalt kolm proosa- või draamateost ja ühe luulekogu, vahendab oma lugemis- ja kultuurikogemust nii rühmaaruteludes kui ka individuaalses tekstiloomes"
outcome:e9568461873a326e,https://curriculum.praktikal.ee/o/e9568461873a326e,gumnaasium,okmv,Kirjandus,skill,"analüüsib ja tõlgendab erinevate identiteedivormide kujutamist eri ajajärkude kirjandusteostes, kirjutab loetud teostele tuginedes arutluse"
outcome:408c16e3e3e16bb5,https://curriculum.praktikal.ee/o/408c16e3e3e16bb5,gumnaasium,okmv,Kirjandus,skill,kirjeldab ja võrdleb kirjandusteostele tuginedes eestlase kultuurimälu ja väärtusmaailma muutumist eri ajajärkudel
outcome:f64c5e50ab54a224,https://curriculum.praktikal.ee/o/f64c5e50ab54a224,gumnaasium,okmv,Kirjandus,skill,"arutleb loetud teosele või tekstikatkendile tuginedes ühiskondlike ja kultuuriliste teemade, probleemide ja sündmuste üle ning toob nende kohta tekstist näiteid"
outcome:cd3ce57462c234cc,https://curriculum.praktikal.ee/o/cd3ce57462c234cc,gumnaasium,okmv,Kirjandus,skill,"analüüsib ja tõlgendab loetud proosa- ja draamateoste sisu ja vormivõtete ühtsust: nimetab teema, sõnastab probleemi ja peamõtte, iseloomustab tegevusaega ja -kohta, jutustaja vaatepunkti, tegelassuhteid ja -kõnet, sündmustikku ja kompositsiooni"
outcome:c461990bf099455c,https://curriculum.praktikal.ee/o/c461990bf099455c,gumnaasium,okmv,Kirjandus,skill,"analüüsib ja mõtestab luuletuste sisu ja vormivõtete ühtsust: nimetab teema ja põhimotiivid, iseloomustab lüürilist aegruumi ja vaatepunkti, seostab kujundiloomet, meetrikat ja stroofikat sisuga, kirjeldab luuletuste meeleolu ning avab nende tähendusi"
outcome:bfdd42e381923737,https://curriculum.praktikal.ee/o/bfdd42e381923737,gumnaasium,okmv,Kirjandus,skill,"loeb läbi vähemalt kolm proosa- või draamateost ja ühe eesti autori luulekogu, analüüsib ja tõlgendab loetud teoseid nii ühisaruteludes kui ka individuaalses tekstiloomes;"
outcome:9f43a0a08e9badd4,https://curriculum.praktikal.ee/o/9f43a0a08e9badd4,gumnaasium,okmv,Kirjandus,skill,"arutleb kirjanduse ja ühiskonna omavaheliste suhete üle, nimetab kirjandusteose loomet ja vastuvõttu mõjutavaid tegureid ja toob nende kohta näiteid;"
outcome:7ba26aecad294d66,https://curriculum.praktikal.ee/o/7ba26aecad294d66,gumnaasium,okmv,Kirjandus,skill,"iseloomustab põhjalikumalt vähemalt kahe autori loomingut, määrab nende teoste koha ajastus, voolus või rahvuskirjanduses;"
outcome:e7467f5d058e7db4,https://curriculum.praktikal.ee/o/e7467f5d058e7db4,gumnaasium,okmv,Kirjandus,skill,"toob loetud teosele või tekstikatkendile tuginedes näiteid ajastu ja inimese kujutamisest, arutleb teoses käsitletud ühiskondlike probleemide ja väärtuste üle;"
outcome:2d3fe0ae19d10caa,https://curriculum.praktikal.ee/o/2d3fe0ae19d10caa,gumnaasium,okmv,Kirjandus,skill,"analüüsib kirjandusteost mõne 20.⁠ või 21.⁠ sajandi mõtte- või kirjandusvoolu kontekstis,"
outcome:c87a921686f0063a,https://curriculum.praktikal.ee/o/c87a921686f0063a,gumnaasium,okmv,Kirjandus,skill,leiab tekstist iseloomulikke tunnuseid ja näiteid;
outcome:2e06f33298a26598,https://curriculum.praktikal.ee/o/2e06f33298a26598,gumnaasium,okmv,Eesti keel teise keelena,attitude,väärtustab eesti keelt kui kultuuri kandjat ja avaliku suhtluse vahendit;
outcome:48ca20d245db88ce,https://curriculum.praktikal.ee/o/48ca20d245db88ce,gumnaasium,okmv,Eesti keel teise keelena,skill,"tunneb ja kasutab eestikeelset meediat, jälgib Eestis toimuvat;"
outcome:b5bd160ac700f22e,https://curriculum.praktikal.ee/o/b5bd160ac700f22e,gumnaasium,okmv,Eesti keel teise keelena,knowledge,mõistab üksikasjalikult pikemaid ja keerukamaid eri valdkonna tekste;
outcome:ba8af32d942a4bd4,https://curriculum.praktikal.ee/o/ba8af32d942a4bd4,gumnaasium,okmv,Eesti keel teise keelena,skill,"kasutab keelt loomulikult, paindlikult ja tulemuslikult enamikes suhtlusolukordades;"
outcome:1f041951aa7b483a,https://curriculum.praktikal.ee/o/1f041951aa7b483a,gumnaasium,okmv,Eesti keel teise keelena,skill,"arutleb olulistel ühiskondlikel teemadel; väljendab, põhjendab ja kaitseb oma arvamusi ja seisukohti täpselt ja ladusalt;"
outcome:49385b93dc1e3d9b,https://curriculum.praktikal.ee/o/49385b93dc1e3d9b,gumnaasium,okmv,Eesti keel teise keelena,skill,kirjutab sobiva ülesehituse ja väljenduslaadiga eri žanris ja stiilis tekste.
outcome:19589d2f3896145c,https://curriculum.praktikal.ee/o/19589d2f3896145c,gumnaasium,okmv,Eesti keel teise keelena,knowledge,mõistab eri pikkuse ja keerukusega ning eri žanridesse ja liikidesse kuuluvaid suulisi ja kirjalikke tekste;
outcome:c68203b9a41e47d2,https://curriculum.praktikal.ee/o/c68203b9a41e47d2,gumnaasium,okmv,Eesti keel teise keelena,skill,"jälgib ja mõistab eri teemadel ettekandeid, mõttevahetust ja väitlust, suudab vajaliku teabe konspekteerida;"
outcome:2e2ba667b9506ca2,https://curriculum.praktikal.ee/o/2e2ba667b9506ca2,gumnaasium,okmv,Eesti keel teise keelena,knowledge,"mõistab huumorit, irooniat, allteksti ja idiomaatilist kõnepruuki sisaldavat teksti;"
outcome:f60146e5bd65c9a8,https://curriculum.praktikal.ee/o/f60146e5bd65c9a8,gumnaasium,okmv,Eesti keel teise keelena,knowledge,"saab aru keerukamatest tegevusjuhistest, toodete ja teenuste tutvustustest ning muudest juhenditest ja juhistest;"
outcome:914e911163546862,https://curriculum.praktikal.ee/o/914e911163546862,gumnaasium,okmv,Eesti keel teise keelena,skill,"leiab, sünteesib, teeb kokkuvõtte ja edastab eri allikatest pärit teavet ning seisukohti;"
outcome:0b96331b540c7076,https://curriculum.praktikal.ee/o/0b96331b540c7076,gumnaasium,okmv,Eesti keel teise keelena,skill,"väljendub selgelt ja täpselt, ladusalt ja loomulikult, paindlikult ja mõjusalt enamikes suhtlusolukordades;"
outcome:ff2e6332231e6753,https://curriculum.praktikal.ee/o/ff2e6332231e6753,gumnaasium,okmv,Eesti keel teise keelena,skill,"peab selge ja loogilise ettekande keerukal teemal, arendab mõtet, laiendab ja põhjendab oma seisukohti, seob allteemasid ja teeb sobiva kokkuvõtte;"
outcome:f280979a43f18b55,https://curriculum.praktikal.ee/o/f280979a43f18b55,gumnaasium,okmv,Eesti keel teise keelena,skill,"osaleb arutelus, väitleb abstraktse teema üle, põhjendab oma seisukohti ja teeb kaaslastega koostööd;"
outcome:8d24c08ebc17a954,https://curriculum.praktikal.ee/o/8d24c08ebc17a954,gumnaasium,okmv,Eesti keel teise keelena,skill,"kirjeldab selgelt ja üksikasjalikult, kuidas mingit toimingut läbi viia ning edastab ladusalt juhiseid;"
