id,uri,curriculum,source,subject,type,text
outcome:d5423da2e23cd62e,https://curriculum.praktikal.ee/o/d5423da2e23cd62e,lihtsustatud,okmv,Eesti keel,knowledge,teab oma peamisi õigusi ja kohustusi ning järgib kooli- ja klassireegleid.
outcome:39c0dae56811a41a,https://curriculum.praktikal.ee/o/39c0dae56811a41a,lihtsustatud,okmv,Eesti keel,skill,"Planeerib suunamisel õppimist, sh enesekontrolli."
outcome:29e029c40d050398,https://curriculum.praktikal.ee/o/29e029c40d050398,lihtsustatud,okmv,Eesti keel,skill,"Õpilane suhtleb suhtlemispartnereid arvestades, esitab arusaadavalt ja viisakalt oma vajadusi ja soove, kasutades selleks erinevaid teabevahendeid."
outcome:011701be8bc70fc2,https://curriculum.praktikal.ee/o/011701be8bc70fc2,lihtsustatud,okmv,Eesti keel,skill,"Õpilane lahendab suunamisel eakohaseid probleemsituatsioone, kasutades omandatud matemaatilisi, loodusteaduslikke ja tehnoloogiaalaseid teadmisi-oskusi ja abivahendeid"
outcome:d443eefda8fee3cb,https://curriculum.praktikal.ee/o/d443eefda8fee3cb,lihtsustatud,okmv,Eesti keel,attitude,tegutseb võimete piires loodust ja keskkonda säästvalt.
outcome:eabea32e315b0169,https://curriculum.praktikal.ee/o/eabea32e315b0169,lihtsustatud,okmv,Eesti keel,skill,"Õpilane leiab juhendamisel teavet veebist, tunneb levinumaid otsingumootoreid (nt Google) ja kasutab arvuti jm digivahendite abi õppetöös."
outcome:ad422d15ea6cfe5d,https://curriculum.praktikal.ee/o/ad422d15ea6cfe5d,lihtsustatud,okmv,Eesti keel,attitude,"Õpilane tunnetab end oma rahvuse liikmena ja Eesti kodanikuna, väärtustab maailma eri rahvaste ja kultuuride mitmekesisust, suhtub teistest rahvustest inimestesse eelarvamuste vabalt ja lugupidavalt, tunneb ja austab oma keelt ja kultuuri"
outcome:e38da8ad8acf6563,https://curriculum.praktikal.ee/o/e38da8ad8acf6563,lihtsustatud,okmv,Eesti keel,attitude,väärtustab eesti keele ja kultuuri säilimist ja arengut
outcome:c12e7155f0e11eb9,https://curriculum.praktikal.ee/o/c12e7155f0e11eb9,lihtsustatud,okmv,Eesti keel,attitude,"tunneb ja järgib üldtunnustatud väärtusi ja kõlbluspõhimõtteid, ei jää ükskõikseks, kui neid eiratakse, ning sekkub vajaduse korral oma võimaluste piires."
outcome:0c32856fea999f46,https://curriculum.praktikal.ee/o/0c32856fea999f46,lihtsustatud,okmv,Eesti keel,attitude,"Õpilane on aktiivne ja vastutustundlik kodanik, kes on huvitatud oma kooli, kodukoha ja riigi arengust"
outcome:99abaf40d0b97748,https://curriculum.praktikal.ee/o/99abaf40d0b97748,lihtsustatud,okmv,Eesti keel,knowledge,"teab oma peamisi õigusi ja kohustusi, oskab nende eest seista, arvestab rühma huvisid ja isiklikku huvi"
outcome:11ad9bd00998effb,https://curriculum.praktikal.ee/o/11ad9bd00998effb,lihtsustatud,okmv,Eesti keel,attitude,"järgib vastutustundlikult ühiselu reegleid, konflikte lahendades arvestab seadusi ning moraalinorme."
outcome:6e8841bd786411d1,https://curriculum.praktikal.ee/o/6e8841bd786411d1,lihtsustatud,okmv,Eesti keel,knowledge,"Õpilane mõistab ja väärtustab iseennast ja enda arengut, hindab adekvaatselt oma võimeid ja toimetulekut igapäevaelus, juhib oma käitumist erinevates olukordades"
outcome:0f721a1a1118a523,https://curriculum.praktikal.ee/o/0f721a1a1118a523,lihtsustatud,okmv,Eesti keel,attitude,"väärtustab tervislikku eluviisi, on füüsiliselt aktiivne."
outcome:ec8afc7607a5a2ec,https://curriculum.praktikal.ee/o/ec8afc7607a5a2ec,lihtsustatud,okmv,Eesti keel,skill,"Õpilane õpib vastavalt oma võimetele, planeerib õppimist, sh enesekontrolli, järgib kavandatut."
outcome:68411f58c1066056,https://curriculum.praktikal.ee/o/68411f58c1066056,lihtsustatud,okmv,Eesti keel,skill,"Täidab korrektselt jõukohaseid ülesandeid individuaalselt ja rühmas, kasutab sobivaid teabevahendeid."
outcome:e158ff6039b45bab,https://curriculum.praktikal.ee/o/e158ff6039b45bab,lihtsustatud,okmv,Eesti keel,attitude,On avatud uutele teadmistele ja oskustele.
outcome:552c38ee8992111a,https://curriculum.praktikal.ee/o/552c38ee8992111a,lihtsustatud,okmv,Eesti keel,skill,"Õpilane suhtleb olukorda ja suhtlemispartnereid arvestades, esitab oma soove, selgitab oma seisukohti, osaleb arutelus"
outcome:1f995d1b519037a1,https://curriculum.praktikal.ee/o/1f995d1b519037a1,lihtsustatud,okmv,Eesti keel,skill,"loeb, mõistab, kirjutab ja loob tekste iseseisvaks toimetulekuks vajalikul tasemel, kasutab teabevahendeid."
outcome:0dbb6a10abf12fa9,https://curriculum.praktikal.ee/o/0dbb6a10abf12fa9,lihtsustatud,okmv,Eesti keel,skill,"Õpilane lahendab elulisi probleemsituatsioone, kasutades omandatud matemaatilisi, loodusteaduslikke ja/või tehnoloogiaalaseid teadmisi-oskusi ning (abi)vahendeid"
outcome:3c6ba6b814f2935f,https://curriculum.praktikal.ee/o/3c6ba6b814f2935f,lihtsustatud,okmv,Eesti keel,knowledge,"mõistab inimese ja keskkonna vahelisi seoseid, suhtub elukeskkonda vastutustundlikult ja hoolivalt, elab ning tegutseb loodust ja keskkonda säästvalt."
outcome:4be47bd48c263097,https://curriculum.praktikal.ee/o/4be47bd48c263097,lihtsustatud,okmv,Eesti keel,attitude,"Õpilane on tegutsemisaldis, väärtustab praktilist tööd ja on valmis kutse- ja elukestvaks õppeks."
outcome:befec4c4659cdfd1,https://curriculum.praktikal.ee/o/befec4c4659cdfd1,lihtsustatud,okmv,Eesti keel,knowledge,Hindab adekvaatselt oma võimeid.
outcome:ef3d9170d9760695,https://curriculum.praktikal.ee/o/ef3d9170d9760695,lihtsustatud,okmv,Eesti keel,skill,Püstitab ja täidab endale seatud eesmärke ning võtab vastutuse oma tegude eest.
outcome:3727e2a126375900,https://curriculum.praktikal.ee/o/3727e2a126375900,lihtsustatud,okmv,Eesti keel,skill,Õpilane orienteerub ja tegutseb infotehnoloogilises maailmas eesmärgipäraselt ja turvaliselt.
outcome:0d46db6138aa1481,https://curriculum.praktikal.ee/o/0d46db6138aa1481,lihtsustatud,okmv,Eesti keel,skill,"Otsib ja kasutab infot, tunneb lihtsamaid programme ja keskkondi."
outcome:2bce68afd5ecd040,https://curriculum.praktikal.ee/o/2bce68afd5ecd040,lihtsustatud,okmv,Eesti keel,attitude,Järgib digikeskkonnas üldkehtivaid moraali- ja väärtuspõhimõtteid.
outcome:cfc8631179a84656,https://curriculum.praktikal.ee/o/cfc8631179a84656,lihtsustatud,okmv,Eesti keel,skill,"osaleb ühistegevuse ajal dialoogis (küsimus-vastus, teade-küsimus), kasutab viisakusväljendeid"
outcome:8bf6172dc884c5e4,https://curriculum.praktikal.ee/o/8bf6172dc884c5e4,lihtsustatud,okmv,Eesti keel,skill,loeb õpitud teksti valdavalt 2-3-silbiliste sõnade kaupa
outcome:deb599685b09b375,https://curriculum.praktikal.ee/o/deb599685b09b375,lihtsustatud,okmv,Eesti keel,skill,"leiab õpitud tekstist küsimuste-korralduste järgi sõnu, lauseid ja lõike, vastab küsimustele, sh annab elementaarse hinnangu tegevusaktile"
outcome:1b3e551d39523326,https://curriculum.praktikal.ee/o/1b3e551d39523326,lihtsustatud,okmv,Eesti keel,skill,annab abistavaid materjale kasutades ja koostöös õpetajaga tekstilähedaselt edasi õpitud pala sisu
outcome:f10fad1918ca4cc7,https://curriculum.praktikal.ee/o/f10fad1918ca4cc7,lihtsustatud,okmv,Eesti keel,skill,võrdleb tajutavate tunnuste alusel abistavale materjalile toetudes kahte tuttavat objekti
outcome:5c4bd347925a8ffe,https://curriculum.praktikal.ee/o/5c4bd347925a8ffe,lihtsustatud,okmv,Eesti keel,skill,"mõistab ja koostab skeemide toel kuni 5-sõnalisi lihtlauseid, kasutades õpitud nimi-, omadus- ja tegusõnavorme"
outcome:54ff92ac56eccd2d,https://curriculum.praktikal.ee/o/54ff92ac56eccd2d,lihtsustatud,okmv,Eesti keel,skill,koostab sõnaühendeid õpitud sõnavormidega erinevates funktsioonides
outcome:5f92f40871563f61,https://curriculum.praktikal.ee/o/5f92f40871563f61,lihtsustatud,okmv,Eesti keel,skill,muudab ja määrab õpetaja suunamisel graafilistele orientiiridele ning skeemidele toetudes üksikhäälikutest koosnevates sõnades veaohtlike häälikute pikkuse
outcome:4f7270bc6efa7dfb,https://curriculum.praktikal.ee/o/4f7270bc6efa7dfb,lihtsustatud,okmv,Eesti keel,skill,kirjutab pärast analüüsi õigesti 2-3-silbilisi üksikhäälikutest koosnevaid sõnu
outcome:66d37f744a0ea694,https://curriculum.praktikal.ee/o/66d37f744a0ea694,lihtsustatud,okmv,Eesti keel,skill,kirjutab lugema õpitud lausete ärakirjas 1-2-silbilisi sõnu originaalteksti täiendavalt vaatamata
outcome:2f8792d58de0e9de,https://curriculum.praktikal.ee/o/2f8792d58de0e9de,lihtsustatud,okmv,Eesti keel,skill,kontrollib suunamisel kirjutatu õigsust.
outcome:d09e20cd9bf23708,https://curriculum.praktikal.ee/o/d09e20cd9bf23708,lihtsustatud,okmv,Eesti keel,skill,"küsib ja edastab teavet tuttavates situatsioonides, järgib üldtunnustatud käitumisnorme"
outcome:c0ceb7e0b5dfc61b,https://curriculum.praktikal.ee/o/c0ceb7e0b5dfc61b,lihtsustatud,okmv,Eesti keel,skill,"osaleb oma õpitegevuse planeerimisel, kasutab suunamisel enesekontrollivõtteid, küsib abi, valib ja kasutab abistavaid materjale"
outcome:01170a85c6d1ea77,https://curriculum.praktikal.ee/o/01170a85c6d1ea77,lihtsustatud,okmv,Eesti keel,skill,loeb õpitud teksti kõne tempos õigesti ja ladusalt
outcome:1ae09ceea28135c9,https://curriculum.praktikal.ee/o/1ae09ceea28135c9,lihtsustatud,okmv,Eesti keel,skill,loeb jõukohast tundmatut teksti peamiselt süntagmade kaupa
outcome:a5db27e1cc79a35d,https://curriculum.praktikal.ee/o/a5db27e1cc79a35d,lihtsustatud,okmv,Eesti keel,skill,täidab endamisi lugedes jõukohaseid sisulisi ja keelelisi ülesandeid
outcome:5c6c359922ab7a3c,https://curriculum.praktikal.ee/o/5c6c359922ab7a3c,lihtsustatud,okmv,Eesti keel,skill,annab abistavate materjalide toel edasi kuuldud või loetud tekstilõikude sisu (valikjutustamine)
outcome:35e0cdba09bff0f2,https://curriculum.praktikal.ee/o/35e0cdba09bff0f2,lihtsustatud,okmv,Eesti keel,skill,kirjeldab situatsioone ja objekte plaani alusel
outcome:ca1fcb4b060de196,https://curriculum.praktikal.ee/o/ca1fcb4b060de196,lihtsustatud,okmv,Eesti keel,skill,hindab tekstis kirjeldatud tegelaste käitumise vastavust moraalinõuetele
outcome:f8746554ed091cd9,https://curriculum.praktikal.ee/o/f8746554ed091cd9,lihtsustatud,okmv,Eesti keel,skill,mõistab ja kasutab õpitud liht- ja koondlausemalle
outcome:79a1f32613eebb57,https://curriculum.praktikal.ee/o/79a1f32613eebb57,lihtsustatud,okmv,Eesti keel,skill,"mõistab kaheosaliste liitlausete tähendust, eristab osalausetega väljendatud suhteid ja seoseid"
outcome:7153f0ec61284263,https://curriculum.praktikal.ee/o/7153f0ec61284263,lihtsustatud,okmv,Eesti keel,skill,"moodustab liitsõnu ja tuletisi õpitud mallide ulatuses, mõistab liitsõnade ja tuletiste tähendust"
outcome:a941a267f5bcb3d7,https://curriculum.praktikal.ee/o/a941a267f5bcb3d7,lihtsustatud,okmv,Eesti keel,skill,analüüsib sõnavormi koostist ja tähendust
outcome:646e6068885171d8,https://curriculum.praktikal.ee/o/646e6068885171d8,lihtsustatud,okmv,Eesti keel,skill,"moodustab sõnavorme, esitab suunamisel süntaksi- ja morfoloogiaküsimusi"
outcome:d365ff94fe16926a,https://curriculum.praktikal.ee/o/d365ff94fe16926a,lihtsustatud,okmv,Eesti keel,skill,kasutab sõnade õpitud muutevorme eri funktsioonides (tegusõna muutevorme õpetaja abiga)
outcome:7e6fbcc82fb4c868,https://curriculum.praktikal.ee/o/7e6fbcc82fb4c868,lihtsustatud,okmv,Eesti keel,skill,"kirjutab sõnu õigesti, rakendab õpitud tähekasutus- ja ortograafiareegleid"
outcome:fda25b2bdbee2aa7,https://curriculum.praktikal.ee/o/fda25b2bdbee2aa7,lihtsustatud,okmv,Eesti keel,skill,"kasutab vajaduse korral individuaalseid abimaterjale, rakendab õpitud enesekontrollivõtteid"
outcome:67ad349512998d56,https://curriculum.praktikal.ee/o/67ad349512998d56,lihtsustatud,okmv,Eesti keel,skill,teeb ärakirja lauseosade või lühikeste lausete kaupa ja kontrollib tulemust.
outcome:e6e3390a0ef1ab3b,https://curriculum.praktikal.ee/o/e6e3390a0ef1ab3b,lihtsustatud,okmv,Eesti keel,skill,"suhtleb ja käitub partnerit arvestades olukorrale vastavalt, järgib üldtunnustatud moraalinorme, esitab oma soove, selgitab seisukohti suuliselt ja kirjalikult korrektses eesti keeles, osaleb arutelus"
outcome:984a2514a529153f,https://curriculum.praktikal.ee/o/984a2514a529153f,lihtsustatud,okmv,Eesti keel,skill,valdab võimetekohaste tekstide funktsionaalse lugemise oskust
outcome:db67732dbb84bad7,https://curriculum.praktikal.ee/o/db67732dbb84bad7,lihtsustatud,okmv,Eesti keel,knowledge,nimetab mõnda eesti kirjanikku ja on tutvunud tema loominguga
outcome:e0216be40e7f8731,https://curriculum.praktikal.ee/o/e0216be40e7f8731,lihtsustatud,okmv,Eesti keel,skill,"kasutab teabe hankimiseks eriliigilisi tekste ja erinevaid allikaid, suudab elementaarselt konspekteerida"
outcome:b3b08e3adcd19233,https://curriculum.praktikal.ee/o/b3b08e3adcd19233,lihtsustatud,okmv,Eesti keel,skill,koostab referaadi eelneva analüüsi või plaani alusel
outcome:eb94d100e04c0d6b,https://curriculum.praktikal.ee/o/eb94d100e04c0d6b,lihtsustatud,okmv,Eesti keel,skill,koostab erinevaid õpitud tarbekirju näidiste alusel
outcome:d821225e76cb5b14,https://curriculum.praktikal.ee/o/d821225e76cb5b14,lihtsustatud,okmv,Eesti keel,skill,edastab loetud või kuuldud teksti sisu suuliselt või kirjalikult korrektses eesti keeles
outcome:ccfec7520b5ab32a,https://curriculum.praktikal.ee/o/ccfec7520b5ab32a,lihtsustatud,okmv,Eesti keel,skill,"tunneb eri lausetüüpe, mõistab õpitud lausemallide tähendust, kasutab neid kõnes"
outcome:04bc2a0cb185cff0,https://curriculum.praktikal.ee/o/04bc2a0cb185cff0,lihtsustatud,okmv,Eesti keel,skill,"järgib õpitud tähekasutus- ja ortograafiareegleid, suudab ise oma tööd kontrollida, leida ja parandada õigekirjavigu."
outcome:2a2c63a57944e76f,https://curriculum.praktikal.ee/o/2a2c63a57944e76f,lihtsustatud,okmv,Eesti keel,skill,väljendab oma mõtet vähemalt baaslausega;
outcome:3113ae1a8a386598,https://curriculum.praktikal.ee/o/3113ae1a8a386598,lihtsustatud,okmv,Eesti keel,skill,"alustab dialoogi oma tarvete rahuldamiseks ja/või vastab dialoogi repliigile, kasutab elementaarseid viisakusväljendeid;"
outcome:b5ac9e68f5fb7d51,https://curriculum.praktikal.ee/o/b5ac9e68f5fb7d51,lihtsustatud,okmv,Eesti keel,knowledge,tunneb suuri ja väikseid trükitähti;
outcome:1835656c1dfa2d48,https://curriculum.praktikal.ee/o/1835656c1dfa2d48,lihtsustatud,okmv,Eesti keel,skill,loeb veerides 1-3-silbilisi lihtsa häälikulise struktuuriga sõnu;
outcome:7e8743c2667e219e,https://curriculum.praktikal.ee/o/7e8743c2667e219e,lihtsustatud,okmv,Eesti keel,knowledge,saab oma kogemuste piires aru loetud baaslausete ja vähelaiendatud lihtlausete tähendusest;
outcome:85ecb936e78f7e19,https://curriculum.praktikal.ee/o/85ecb936e78f7e19,lihtsustatud,okmv,Eesti keel,skill,eristab sõnu kuuldud lauses;
outcome:f01ae5d4b0313936,https://curriculum.praktikal.ee/o/f01ae5d4b0313936,lihtsustatud,okmv,Eesti keel,skill,"mõistab, koostab (tegevuse, pildi ja/või skeemi alusel) ning kasutab kontekstist või situatsioonist lähtuvalt sensomotoorsele kogemusele toetuvaid 3-4-sõnalisi lihtlauseid;"
outcome:dfecc8ffa8c2f3ce,https://curriculum.praktikal.ee/o/dfecc8ffa8c2f3ce,lihtsustatud,okmv,Eesti keel,skill,"häälib kuni 5-häälikulisi sõnu, määrab häälikujärje sõnas, koostab analüüsitud sõnade (noop)skeeme;"
outcome:b8878b601646135e,https://curriculum.praktikal.ee/o/b8878b601646135e,lihtsustatud,okmv,Eesti keel,skill,määrab koostöös õpetajaga võrdleva hääldamise abil häälikute pikkuse 1-2-silbilistes sõnades ja kasutab sõnu analüüsides sobivaid sümboleid (sh noope);
outcome:d6eec6b9ef4c1bd3,https://curriculum.praktikal.ee/o/d6eec6b9ef4c1bd3,lihtsustatud,okmv,Eesti keel,skill,"laob analüüsitud sõnu sümbolite ja tähtedega, teeb analüüsitud sõnade ärakirja vähemalt tähthaaval;"
outcome:93580f754cd589ed,https://curriculum.praktikal.ee/o/93580f754cd589ed,lihtsustatud,okmv,Eesti keel,skill,kirjutab eelnevalt analüüsitud sõnu väikeste kirjatähtedega.
outcome:5de114558c7c5b31,https://curriculum.praktikal.ee/o/5de114558c7c5b31,lihtsustatud,okmv,Eesti keel,knowledge,mõistab tuttavat infot sisaldava lause sisu;
outcome:36f942bc985c0d04,https://curriculum.praktikal.ee/o/36f942bc985c0d04,lihtsustatud,okmv,Eesti keel,skill,väljendab oma mõtet 2-3sõnalise baaslausega;
outcome:152227585a5cf1ca,https://curriculum.praktikal.ee/o/152227585a5cf1ca,lihtsustatud,okmv,Eesti keel,skill,"väljendab esemete paiknemist, kasutades tagasõnu ees/taga, all/peal, kõrval."
outcome:5e81c800d4538b7d,https://curriculum.praktikal.ee/o/5e81c800d4538b7d,lihtsustatud,okmv,Eesti keel,skill,tunneb lauseskeemi kui lause analüüsi ja koostamise vahendit ja oskab selle abi kasutada.
outcome:eafe8d446bbc0414,https://curriculum.praktikal.ee/o/eafe8d446bbc0414,lihtsustatud,okmv,Eesti keel,skill,"kasutab sõnu analüüsides sobivaid sümboleid (ringe, noope);"
outcome:c17efb8891a2af44,https://curriculum.praktikal.ee/o/c17efb8891a2af44,lihtsustatud,okmv,Eesti keel,skill,"häälib kuni 4-häälikulisi sõnu, koostab analüüsitud sõnade skeeme, määrab häälikujärje sõnas;"
outcome:27f98f3cb47e81e1,https://curriculum.praktikal.ee/o/27f98f3cb47e81e1,lihtsustatud,okmv,Eesti keel,skill,määrab õpetaja võrdleva hääldamise abil õpitud häälikute pikkuse 1-2silbilistes sõnades;
outcome:ff2169bd754fb13b,https://curriculum.praktikal.ee/o/ff2169bd754fb13b,lihtsustatud,okmv,Eesti keel,skill,asendab analüüsitud sõnades noobid õpitud ühe- või kahekordsete tähtedega.
outcome:801619d8fa6f114d,https://curriculum.praktikal.ee/o/801619d8fa6f114d,lihtsustatud,okmv,Eesti keel,knowledge,tunneb õpitud täishäälikute suuri trükitähti;
outcome:8d76aa2447e25ec5,https://curriculum.praktikal.ee/o/8d76aa2447e25ec5,lihtsustatud,okmv,Eesti keel,skill,loeb veerides 1-silbilisi sõnu;
outcome:9351291a4486c34d,https://curriculum.praktikal.ee/o/9351291a4486c34d,lihtsustatud,okmv,Eesti keel,knowledge,saab aru loetu tähendusest;
outcome:d290f25a0300d7fa,https://curriculum.praktikal.ee/o/d290f25a0300d7fa,lihtsustatud,okmv,Eesti keel,skill,valib loetud sõna juurde pildi 3-4 etteantud pildi hulgast.
outcome:168f429264844141,https://curriculum.praktikal.ee/o/168f429264844141,lihtsustatud,okmv,Eesti keel,skill,teeb analüüsitud sõnade ärakirja tähtede kaupa;
outcome:9546bea256da0e39,https://curriculum.praktikal.ee/o/9546bea256da0e39,lihtsustatud,okmv,Eesti keel,skill,valib noobile toetudes ühe- või kahekordse tähe;
outcome:e9883bc213e77382,https://curriculum.praktikal.ee/o/e9883bc213e77382,lihtsustatud,okmv,Eesti keel,skill,"kirjutab väikseid õpitud kirjatähti, kirjutab järgides etteantud jooni."
outcome:205b7266f852aa6f,https://curriculum.praktikal.ee/o/205b7266f852aa6f,lihtsustatud,okmv,Eesti keel,knowledge,mõistab tuttavatest sõnadest koosneva(te) lause(te) sisu;
outcome:53310246f36a9259,https://curriculum.praktikal.ee/o/53310246f36a9259,lihtsustatud,okmv,Eesti keel,skill,koostab kuni 4-sõnalise lihtlause õpitud lausemalli(de) ulatuses.
outcome:14fd27b71ed1718b,https://curriculum.praktikal.ee/o/14fd27b71ed1718b,lihtsustatud,okmv,Eesti keel,skill,"loeb häälega veerides 1-2-silbilisi sõnu, baaslauseid ja vähelaiendatud lihtlauseid;"
outcome:d2a16841209b09b8,https://curriculum.praktikal.ee/o/d2a16841209b09b8,lihtsustatud,okmv,Eesti keel,skill,sooritab ärakirja tuttavate sõnade ulatuses valdavalt tähepaaride kaupa originaali alla;
outcome:9a8dd71ef9016927,https://curriculum.praktikal.ee/o/9a8dd71ef9016927,lihtsustatud,okmv,Eesti keel,skill,"võrdleb kirjutatut originaaliga, leiab ja parandab vea(d);"
outcome:1ee142246a0b5fc0,https://curriculum.praktikal.ee/o/1ee142246a0b5fc0,lihtsustatud,okmv,Eesti keel,skill,kirjutab ühise analüüsi alusel koostatud skeemide abil 2-3sõnalisi lauseid;
outcome:74d775aa24b8012f,https://curriculum.praktikal.ee/o/74d775aa24b8012f,lihtsustatud,okmv,Eesti keel,skill,"kirjutab väikseid õpitud kirjatähti, arvestab kirjutamisel etteantud jooni."
outcome:e065d9b7beac86c0,https://curriculum.praktikal.ee/o/e065d9b7beac86c0,lihtsustatud,okmv,Eesti keel,knowledge,"mõistab tuttavatest sõnadest koosneva õpitud lausemallide sisu,"
outcome:aa4963fd24111138,https://curriculum.praktikal.ee/o/aa4963fd24111138,lihtsustatud,okmv,Eesti keel,skill,väljendab oma mõtet kuni 4-sõnalise baaslausega;
outcome:61d3fb0ef128ff49,https://curriculum.praktikal.ee/o/61d3fb0ef128ff49,lihtsustatud,okmv,Eesti keel,skill,"koostab kuni 5-sõnalise lause skeemi, kasutab skeemi lausete analüüsi abivahendina;"
outcome:9eb5de3d8d5ce895,https://curriculum.praktikal.ee/o/9eb5de3d8d5ce895,lihtsustatud,okmv,Eesti keel,skill,järjestab kuni 4 lauset sidusaks jutuks.
outcome:698aa04a559ce08c,https://curriculum.praktikal.ee/o/698aa04a559ce08c,lihtsustatud,okmv,Eesti keel,skill,häälib kuni 5-häälikulisi sõnu häälimise tempot tahtlikult muutes;
outcome:ae44c09a28f247bc,https://curriculum.praktikal.ee/o/ae44c09a28f247bc,lihtsustatud,okmv,Eesti keel,skill,"koostab vastavaid sõnaskeeme, rühmitab sõnu nende häälikulise koostise alusel;"
outcome:66a2cf1c347a4b2f,https://curriculum.praktikal.ee/o/66a2cf1c347a4b2f,lihtsustatud,okmv,Eesti keel,skill,"eristab häälikurühmi, koostab sõnaskeemi tähistades häälikuid õige värviga;"
outcome:e482b1b9935c0da6,https://curriculum.praktikal.ee/o/e482b1b9935c0da6,lihtsustatud,okmv,Eesti keel,skill,"hääldab 1-2silbilises sõnas õigesti lühikest, pikka ja ülipikka sulghäälikut."
outcome:1980656785ff28d8,https://curriculum.praktikal.ee/o/1980656785ff28d8,lihtsustatud,okmv,Eesti keel,skill,hääldab õigesti õpitavat häälikut;
outcome:96a3cd01e74f793d,https://curriculum.praktikal.ee/o/96a3cd01e74f793d,lihtsustatud,okmv,Eesti keel,skill,eristab neid omavahel;
outcome:0e821d471f86a4e5,https://curriculum.praktikal.ee/o/0e821d471f86a4e5,lihtsustatud,okmv,Eesti keel,knowledge,tunneb ära häälikule vastavad tähed;
outcome:5bd3ba52a70151f4,https://curriculum.praktikal.ee/o/5bd3ba52a70151f4,lihtsustatud,okmv,Eesti keel,skill,"loeb häälega veerides õpitud tähtedest koosnevaid 2-silbilisi sõnu, lihtlauseid;"
outcome:afc396826256a00c,https://curriculum.praktikal.ee/o/afc396826256a00c,lihtsustatud,okmv,Eesti keel,skill,"mõistab loetud ja analüüsitud lause sisu, vastab konkreetsetele küsimustele lause kohta;"
outcome:3bcf1d4fa4556096,https://curriculum.praktikal.ee/o/3bcf1d4fa4556096,lihtsustatud,okmv,Eesti keel,skill,sobitab illustratsiooni loetud lause või tekstiga;
outcome:75771f4132df339b,https://curriculum.praktikal.ee/o/75771f4132df339b,lihtsustatud,okmv,Eesti keel,skill,"leiab õpetaja abiga sõna või lause tekstist, märgistab vastussõna või -lause."
outcome:0971325103927068,https://curriculum.praktikal.ee/o/0971325103927068,lihtsustatud,okmv,Eesti keel,skill,sooritab kirjatehnikas õpitud sõnade ärakirja 2-3 täheliste sõnade kaupa originaali alla ja kõrvale;
outcome:c97f20e31a0ca4da,https://curriculum.praktikal.ee/o/c97f20e31a0ca4da,lihtsustatud,okmv,Eesti keel,skill,kirjutab ühise analüüsi käigus koostatud skeemi järgi 2-3 sõnalist lauset;
outcome:2a13727bd28e5948,https://curriculum.praktikal.ee/o/2a13727bd28e5948,lihtsustatud,okmv,Eesti keel,skill,kontrollib kirjutatu õigsust õpetaja suunamisel skeemile toetudes;
outcome:08b521e3cc7f5d66,https://curriculum.praktikal.ee/o/08b521e3cc7f5d66,lihtsustatud,okmv,Eesti keel,skill,seostab omavahel õigesti kirjatähti;
outcome:7dd9e2a3dd29088a,https://curriculum.praktikal.ee/o/7dd9e2a3dd29088a,lihtsustatud,okmv,Eesti keel,skill,tunneb ära ja parandab tähtede moonutused.
outcome:589f730ddb9475dd,https://curriculum.praktikal.ee/o/589f730ddb9475dd,lihtsustatud,okmv,Eesti keel,skill,"alustab ja/või jätkab tuttavas situatsioonis dialoogi, kasutab viisakusväljendeid;"
outcome:e6fe39c73f06f5a9,https://curriculum.praktikal.ee/o/e6fe39c73f06f5a9,lihtsustatud,okmv,Eesti keel,skill,kõneleb õpetaja suunamisel 3-4 lausega oma tegevusest;
outcome:e8c2cb7c20e84900,https://curriculum.praktikal.ee/o/e8c2cb7c20e84900,lihtsustatud,okmv,Eesti keel,skill,iseloomustab objekti 2-3 tajutava tunnuse alusel õpetaja suunamisel;
outcome:7962786bd8fe6d01,https://curriculum.praktikal.ee/o/7962786bd8fe6d01,lihtsustatud,okmv,Eesti keel,skill,"mõistab, koostab ja kasutab suulises kõnes tunnetuslikele ja oma kogemustele toetuvat laiendatud 4-5-sõnalist lihtlauset;"
outcome:826505a2539cc96e,https://curriculum.praktikal.ee/o/826505a2539cc96e,lihtsustatud,okmv,Eesti keel,skill,loeb õpitud teksti lühikeste sõnade ja pikemaid sõnu kõnetaktide kaupa;
outcome:f4fe67c78778b11e,https://curriculum.praktikal.ee/o/f4fe67c78778b11e,lihtsustatud,okmv,Eesti keel,skill,"vastab analüüsitud lühiteksti põhjal suuliselt küsimustele, nimetab tekstis kirjeldatud tegelasi ja sündmusi abivahenditele (pildid, pildiseeriad, küsimused, sõnalünkadega laused) toetudes;"
outcome:6a146642eed24722,https://curriculum.praktikal.ee/o/6a146642eed24722,lihtsustatud,okmv,Eesti keel,skill,"leiab õpitud tekstist küsimuste-korralduste abil sõnu ja lauseid, vastab küsimustele lause ja/või lõigu sisu kohta valiklugemise abil, järjestab sisu järgi pildiseeria;"
outcome:1c3331939b24c960,https://curriculum.praktikal.ee/o/1c3331939b24c960,lihtsustatud,okmv,Eesti keel,skill,eristab häälikuid ja määrab häälimisele toetudes nende järjekorra sõnas;
outcome:da18340f359bb2e1,https://curriculum.praktikal.ee/o/da18340f359bb2e1,lihtsustatud,okmv,Eesti keel,skill,määrab häälikurühma tabeli alusel;
